year,level_1,level_2,level_3,level_4,value
2013,"Cleaners, Labourers & Related Workers",Services,Business Services,Professional Services,1.7
2013,"Cleaners, Labourers & Related Workers",Services,Business Services,Administrative & Support Services,30.1
2013,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Public Administration & Education Services,5.3
2013,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Health & Social Services,4.8
2013,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.8
2013,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",7
2013,Other Occupation Groups Nes,Services,Business Services,Real Estate Services,0
2013,Other Occupation Groups Nes,Services,Business Services,Professional Services,0
2013,Other Occupation Groups Nes,Services,Business Services,Administrative & Support Services,0
2013,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Public Administration & Education Services,67.8
2013,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Health & Social Services,0
2013,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.1
2013,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.1
2014,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Real Estate Services,55.6
2014,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Professional Services,153
2014,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,102.7
2014,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,285.2
2014,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,107.7
2014,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",35.1
2014,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",66.3
2014,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,8
2014,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,33
2014,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,11.3
2014,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,20.2
2014,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,7.3
2014,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",3.3
2014,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",7.1
2014,Managers & Administrators,Services,Business Services,Real Estate Services,7.4
2014,Managers & Administrators,Services,Business Services,Professional Services,27.2
2014,Managers & Administrators,Services,Business Services,Administrative & Support Services,7.2
2014,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,18.8
2014,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,6.8
2014,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.9
2014,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.6
2014,Working Proprietors,Services,Business Services,Real Estate Services,0.6
2014,Working Proprietors,Services,Business Services,Professional Services,5.8
2014,Working Proprietors,Services,Business Services,Administrative & Support Services,4.1
2014,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.5
2014,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,0.5
2014,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.4
2014,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.5
2014,Professionals,Services,Business Services,Real Estate Services,2.6
2014,Professionals,Services,Business Services,Professional Services,44.1
2014,Professionals,Services,Business Services,Administrative & Support Services,3.3
2014,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,70.7
2014,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,19.9
2014,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.6
2014,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3
2014,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,27
2014,Associate Professionals & Technicians,Services,Business Services,Professional Services,45.5
2014,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,13.3
2014,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,77.5
2014,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,43.6
2014,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",8.9
2014,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",10.7
2014,Clerical Support Workers,Services,Business Services,Real Estate Services,7.8
2014,Clerical Support Workers,Services,Business Services,Professional Services,21.8
2014,Clerical Support Workers,Services,Business Services,Administrative & Support Services,12.1
2014,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,23.4
2014,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,19.6
2014,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",5.7
2014,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",8.4
2014,Service & Sales Workers,Services,Business Services,Real Estate Services,1.5
2014,Service & Sales Workers,Services,Business Services,Professional Services,1.6
2014,Service & Sales Workers,Services,Business Services,Administrative & Support Services,25
2014,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,17.2
2014,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,9.3
2014,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",10.1
